Date,ZEEL.NS,YESBANK.NS,ITC.NS,TATASTEEL.NS,TCS.NS,SBIN.NS,COALINDIA.NS,SUNPHARMA.NS,WIPRO.NS,VEDL.NS,ONGC.NS,IOC.NS,TECHM.NS,AXISBANK.NS,CIPLA.NS,ADANIPORTS.NS,ICICIBANK.NS,RELIANCE.NS,TATAMOTORS.NS,HCLTECH.NS,HINDUNILVR.NS,DRREDDY.NS,BAJAJ-AUTO.NS,MARUTI.NS,POWERGRID.NS,NTPC.NS,ULTRACEMCO.NS,LT.NS,INFY.NS,GRASIM.NS,GAIL.NS,HINDALCO.NS,BHARTIARTL.NS,NESTLEIND.NS,EICHERMOT.NS,BPCL.NS,BRITANNIA.NS,HDFC.NS,ASIANPAINT.NS,JSWSTEEL.NS,M&M.NS,TITAN.NS,UPL.NS,HDFCBANK.NS,HEROMOTOCO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,KOTAKBANK.NS,INFRATEL.NS,INDUSINDBK.NS
2015-01-01,377.0499877929688,153.2100067138672,244.0,378.3320007324219,1270.5,310.70001220703125,378.5499877929688,818.0999755859375,206.43800354003903,212.1999969482422,226.7330017089844,82.6875,645.18798828125,499.0499877929688,626.5,316.25,318.364013671875,441.82501220703125,487.0260009765625,396.3999938964844,754.1500244140625,3204.0,2428.449951171875,3320.25,136.89999389648438,118.41699981689452,2651.199951171875,994.6669921875,489.2250061035156,522.0689697265625,124.03099822998048,155.39999389648438,322.87701416015625,6300.0,15011.0,214.06700134277344,911.625,818.2000122070312,747.0,104.1999969482422,615.0499877929688,377.7999877929688,225.63299560546875,472.5249938964844,3083.0,1280.0,346.5,625.5499877929688,329.8500061035156,798.4000244140625
2015-01-02,378.0,154.1999969482422,244.8329925537109,386.8110046386719,1275.300048828125,314.3500061035156,379.95001220703125,824.0,207.375,219.3500061035156,229.3999938964844,83.4375,646.75,501.70001220703125,629.3499755859375,318.04998779296875,320.0,442.1499938964844,491.9729919433594,400.01300048828125,752.6500244140625,3215.0,2432.0,3350.5,137.14999389648438,118.75,2667.25,1001.0,493.0,526.56201171875,124.49500274658205,158.35000610351562,332.3810119628906,6256.0498046875,15013.0,214.1499938964844,919.0,818.2000122070312,751.25,106.33000183105469,611.25,379.7999877929688,227.8329925537109,475.20001220703125,3090.550048828125,1267.0,341.6199951171875,629.1500244140625,334.95001220703125,812.0
2015-01-05,377.1000061035156,157.9600067138672,245.0330047607422,393.4800109863281,1262.3199462890625,312.1000061035156,377.0,824.4500122070312,208.31300354003903,218.1000061035156,230.66700744628903,83.4749984741211,638.75,515.0999755859375,626.0,319.3500061035156,328.635986328125,437.0499877929688,501.322998046875,392.1749877929688,755.0999755859375,3141.0,2450.0,3376.050048828125,136.14999389648438,119.20800018310548,2726.0,1030.22998046875,494.375,538.64501953125,123.86299896240234,155.5,326.5039978027344,6290.0,15020.0,213.7669982910156,936.1500244140624,818.2000122070312,772.7000122070312,105.8000030517578,608.5,382.7999877929688,230.06700134277344,477.5499877929688,3098.10009765625,1252.5999755859375,341.1000061035156,631.0,332.5,812.0499877929688
2015-01-06,361.20001220703125,153.6699981689453,239.3329925537109,375.7120056152344,1220.0,298.70001220703125,373.70001220703125,803.7000122070312,203.2879943847656,206.75,220.3999938964844,82.92500305175781,628.8380126953125,496.75,610.5,315.6000061035156,314.72698974609375,416.0,493.9519958496094,380.6629943847656,755.4000244140625,3055.0,2430.0,3382.5,134.14999389648438,115.20800018310548,2651.0,997.3670043945312,483.5249938964844,517.7160034179689,120.375,151.14999389648438,319.89300537109375,6220.0,14640.0,210.0,925.0,818.2000122070312,750.4000244140625,102.05500030517578,600.5,369.20001220703125,217.3999938964844,468.7749938964844,3001.0,1215.5999755859375,339.2200012207031,616.7750244140625,338.29998779296875,792.3499755859375
2015-01-07,360.45001220703125,150.85000610351562,235.3329925537109,365.4700012207031,1203.719970703125,295.1499938964844,372.5499877929688,800.0,201.8809967041016,204.1499938964844,218.7330017089844,82.4000015258789,628.2999877929688,494.5,604.5,317.3999938964844,304.9549865722656,418.5,484.0090026855469,373.1749877929688,779.0,3010.0,2432.050048828125,3382.050048828125,133.5,116.125,2612.25,990.3670043945312,487.5,522.0689697265625,117.4219970703125,146.6999969482422,321.8219909667969,6247.5498046875,14715.7001953125,212.3329925537109,945.9749755859376,818.2000122070312,759.25,99.7249984741211,601.25,370.0,210.1999969482422,468.125,2966.699951171875,1208.199951171875,340.375,623.75,341.6499938964844,786.5499877929688
2015-01-08,362.1000061035156,152.1999969482422,236.9669952392578,372.1390075683594,1210.280029296875,302.3500061035156,377.2999877929688,814.4000244140625,203.6999969482422,205.5500030517578,223.66700744628903,83.30000305175781,632.0,494.6499938964844,612.0,323.54998779296875,310.1820068359375,420.07501220703125,495.6830139160156,373.75,803.1500244140625,3041.0,2436.10009765625,3444.0,136.25,119.33300018310548,2660.300048828125,1002.77001953125,487.5,526.4530029296875,118.60299682617188,148.5500030517578,324.2550048828125,6275.0,14811.0,216.3329925537109,981.2000122070312,818.2000122070312,778.0999755859375,99.86000061035156,615.0,368.75,215.93299865722656,474.1000061035156,2951.75,1229.949951171875,346.54998779296875,643.2000122070312,343.04998779296875,788.4500122070312
2015-01-09,357.25,150.27000427246094,235.3999938964844,376.4259948730469,1225.0,302.0,372.8999938964844,820.0,203.718994140625,206.6000061035156,224.2669982910156,84.4124984741211,642.0,487.0,621.0,327.3500061035156,306.4549865722656,422.5,510.0289916992188,380.7250061035156,817.0499877929688,3091.199951171875,2350.0,3429.949951171875,136.94999694824222,116.25,2711.0,992.0,478.26300048828125,525.9420166015625,119.25,152.10000610351562,324.989013671875,6273.5,14550.0,224.16700744628903,963.5250244140624,818.2000122070312,804.0499877929688,100.40499877929688,612.5999755859375,369.3999938964844,218.1999969482422,483.2999877929688,2966.25,1275.5,344.1000061035156,670.2750244140625,339.5,791.5499877929688
2015-01-12,354.04998779296875,151.6999969482422,237.3999938964844,374.4259948730469,1240.1199951171875,301.1000061035156,356.0,830.0999755859375,205.38800048828125,204.25,229.63299560546875,84.51249694824219,671.25,492.1499938964844,625.9500122070312,325.54998779296875,307.90899658203125,420.7999877929688,505.82501220703125,385.1749877929688,864.25,3126.64990234375,2323.10009765625,3445.14990234375,135.5,115.41699981689452,2690.0,996.7329711914062,518.75,525.6320190429689,119.9250030517578,150.5,318.70001220703125,6385.5,14600.2001953125,224.1000061035156,961.0,818.2000122070312,800.2000122070312,99.76499938964844,608.5,370.6000061035156,218.6999969482422,482.25,2924.0,1255.0,339.8500061035156,674.1500244140625,338.20001220703125,797.0
2015-01-13,360.3999938964844,155.1999969482422,238.1999969482422,371.7579956054688,1240.050048828125,304.1499938964844,358.04998779296875,826.1500244140625,208.125,203.3000030517578,225.5330047607422,84.75,683.75,500.2999877929688,628.2000122070312,320.75,308.864013671875,420.25,509.7820129394531,390.8370056152344,876.4000244140625,3190.0,2313.800048828125,3462.10009765625,135.25,115.08300018310548,2715.050048828125,1010.7999877929688,518.75,533.9979858398439,119.6719970703125,150.75,316.1289978027344,6470.0,14690.0,221.16700744628903,962.75,818.2000122070312,812.0999755859375,98.91500091552734,615.0,370.7999877929688,221.3329925537109,477.8500061035156,2887.550048828125,1270.0,342.30499267578125,683.8499755859375,338.8999938964844,820.0499877929688
2015-01-14,358.0,155.0399932861328,230.7330017089844,357.75299072265625,1250.25,302.25,360.2999877929688,817.0,206.25,185.8500061035156,226.0,83.76249694824219,687.875,494.20001220703125,629.0499877929688,322.6499938964844,302.72698974609375,415.6000061035156,508.4960021972656,387.57501220703125,886.0,3191.0,2318.300048828125,3461.300048828125,134.80000305175778,114.33300018310548,2829.0,1000.0,523.1500244140625,548.4669799804689,117.04199981689452,140.8000030517578,316.45001220703125,6684.9501953125,14720.099609375,216.3000030517578,966.5,818.2000122070312,830.2000122070312,96.30500030517578,612.2249755859375,369.0,228.66700744628903,479.8500061035156,2883.0,1238.199951171875,347.7699890136719,688.5999755859375,332.20001220703125,811.0999755859375
