Date,ZEEL.NS,YESBANK.NS,ITC.NS,TATASTEEL.NS,TCS.NS,SBIN.NS,COALINDIA.NS,SUNPHARMA.NS,WIPRO.NS,VEDL.NS,ONGC.NS,IOC.NS,TECHM.NS,AXISBANK.NS,CIPLA.NS,ADANIPORTS.NS,ICICIBANK.NS,RELIANCE.NS,TATAMOTORS.NS,HCLTECH.NS,HINDUNILVR.NS,DRREDDY.NS,BAJAJ-AUTO.NS,MARUTI.NS,POWERGRID.NS,NTPC.NS,ULTRACEMCO.NS,LT.NS,INFY.NS,GRASIM.NS,GAIL.NS,HINDALCO.NS,BHARTIARTL.NS,NESTLEIND.NS,EICHERMOT.NS,BPCL.NS,BRITANNIA.NS,HDFC.NS,ASIANPAINT.NS,JSWSTEEL.NS,M&M.NS,TITAN.NS,UPL.NS,HDFCBANK.NS,HEROMOTOCO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,KOTAKBANK.NS,INFRATEL.NS,INDUSINDBK.NS
2015-01-01,381.0499877929688,154.92999267578125,245.93299865722656,386.8110046386719,1283.5,315.0,383.45001220703125,830.0,207.8999938964844,219.6999969482422,229.8329925537109,84.7125015258789,653.3619995117188,504.0,634.7999877929688,322.5,321.3179931640625,446.0,494.1499938964844,402.9129943847656,761.9000244140625,3235.0,2458.300048828125,3360.0,138.19999694824222,120.20800018310548,2678.89990234375,1004.5999755859376,495.5,527.9400024414061,125.1989974975586,159.0,335.0429992675781,6400.0,15360.7001953125,219.16700744628903,931.5,818.2000122070312,754.5,107.1999969482422,621.9000244140625,382.5499877929688,230.8000030517578,477.20001220703125,3120.0,1322.300048828125,352.0,632.5,340.5,814.7000122070312
2015-01-02,383.5,159.16000366210938,246.7669982910156,393.4800109863281,1295.469970703125,318.29998779296875,386.6000061035156,830.5,210.093994140625,224.4499969482422,235.0,84.86250305175781,654.75,516.9000244140625,637.5499877929688,325.79998779296875,330.4549865722656,448.0249938964844,511.90899658203125,404.7369995117188,766.0,3242.64990234375,2476.39990234375,3383.0,139.35000610351562,120.83300018310548,2752.5,1026.0,504.76300048828125,543.1380004882811,126.05599975585938,161.1999969482422,336.97100830078125,6366.5,15450.0,218.63299560546875,942.5,818.2000122070312,781.4500122070312,107.9000015258789,621.8499755859375,388.5,236.8329925537109,484.6499938964844,3119.0,1298.0,352.0,639.5,340.6000061035156,823.3499755859375
2015-01-05,381.6000061035156,160.97999572753906,247.86700439453125,401.531005859375,1299.949951171875,316.79998779296875,386.0,830.7000122070312,211.875,225.3000030517578,238.66700744628903,85.4749984741211,654.9249877929688,520.4000244140625,638.0,327.5,334.0,445.45001220703125,520.4180297851561,403.75,761.9000244140625,3221.39990234375,2481.199951171875,3469.35009765625,140.10000610351562,120.75,2775.39990234375,1047.3299560546877,507.5,549.5819702148439,126.802001953125,161.9499969482422,336.2829895019531,6370.0,15246.0,216.4830017089844,963.4749755859376,818.2000122070312,787.9000244140625,108.6999969482422,624.0,389.6000061035156,236.0,485.2749938964844,3146.89990234375,1284.0,352.0,639.4249877929688,347.6499938964844,821.7999877929688
2015-01-06,378.45001220703125,157.75999450683594,246.2669982910156,394.4330139160156,1264.550048828125,311.1000061035156,382.1000061035156,824.5999755859375,208.6499938964844,219.5,232.63299560546875,85.1624984741211,642.25,513.5499877929689,632.0,331.45001220703125,327.1820068359375,436.5,508.8919982910156,393.6000061035156,779.9000244140625,3130.0,2469.89990234375,3439.0,138.30000305175778,120.41699981689452,2739.0,1029.8299560546877,496.25,540.5040283203125,124.84700012207031,156.3000030517578,326.9630126953125,6313.0498046875,15015.0,218.43299865722656,955.0,818.2000122070312,783.0,105.8949966430664,612.1749877929688,383.3999938964844,228.63299560546875,478.2749938964844,3098.0,1253.1500244140625,348.5,631.125,351.6000061035156,816.0
2015-01-07,370.0,155.1999969482422,242.66700744628903,378.9989929199219,1239.5699462890625,302.54998779296875,384.45001220703125,815.2000122070312,204.375,211.8500061035156,227.6999969482422,84.4000015258789,643.7000122070312,505.3500061035156,617.7999877929688,328.70001220703125,314.77301025390625,429.3999938964844,495.0899963378906,387.0,806.7999877929688,3078.050048828125,2475.60009765625,3458.949951171875,138.5,119.16699981689452,2692.949951171875,1006.6699829101562,493.68798828125,531.9840087890625,121.6969985961914,154.5,328.7080078125,6308.9501953125,14999.7001953125,216.4499969482422,1004.4500122070312,818.2000122070312,778.3499755859375,102.58000183105469,615.7000122070312,377.3999938964844,223.06700134277344,475.6749877929688,3022.0,1240.8499755859375,351.7950134277344,651.9749755859375,347.29998779296875,805.5
2015-01-08,372.0,154.89999389648438,242.2330017089844,377.95098876953125,1224.5,306.5,385.0,821.0,209.58799743652344,212.6499938964844,229.2330017089844,86.36250305175781,644.9749755859375,507.0,621.5,337.29998779296875,316.8179931640625,431.45001220703125,509.3370056152344,385.0,825.0,3094.050048828125,2465.0,3509.550048828125,138.89999389648438,121.08300018310548,2732.300048828125,1015.6699829101562,499.25,536.3209838867189,122.625,153.1999969482422,333.25299072265625,6345.0,15100.0,227.3000030517578,1008.5,818.2000122070312,822.9000244140625,103.48999786376952,623.375,380.0,223.1000061035156,484.4750061035156,2999.699951171875,1297.9000244140625,351.8800048828125,676.5,346.0,804.5
2015-01-09,368.0,156.4600067138672,243.8999938964844,385.76300048828125,1259.949951171875,307.8500061035156,383.0,836.0,210.0,213.8999938964844,237.93299865722656,86.75,672.4749755859375,505.8999938964844,641.5,343.1000061035156,318.5450134277344,431.0,519.3790283203125,395.9129943847656,868.4000244140625,3170.0,2468.89990234375,3507.699951171875,139.5,121.25,2760.0,1016.0,527.25,536.5850219726561,124.39700317382812,155.25,335.0429992675781,6479.9501953125,14980.0,229.3329925537109,989.9000244140624,818.2000122070312,829.0,103.5,623.0,376.8999938964844,225.63299560546875,490.0,3011.0,1299.4000244140625,351.2049865722656,685.25,350.0,810.7999877929688
2015-01-12,362.8999938964844,156.1999969482422,240.8999938964844,380.6180114746094,1264.0,307.79998779296875,374.8999938964844,837.25,209.625,208.0,234.93299865722656,85.75,689.75,503.7999877929688,637.0,335.75,316.0,430.5,519.1320190429689,394.75,899.7999877929688,3214.0,2396.0,3483.64990234375,139.19999694824222,117.83300018310548,2735.0,1024.6700439453123,529.7999877929689,534.1530151367189,122.47000122070312,155.1999969482422,326.59600830078125,6520.0,15145.0,228.3329925537109,987.5,818.2000122070312,818.4000244140625,101.1999969482422,618.9000244140625,378.5,223.3000030517578,487.20001220703125,2988.0,1286.1500244140625,351.0,693.5,343.8500061035156,839.2000122070312
2015-01-13,367.5,159.75,241.13299560546875,379.9989929199219,1265.199951171875,310.75,362.3999938964844,843.4000244140625,212.51300048828125,209.0,232.3999938964844,86.19999694824219,693.0499877929688,511.70001220703125,645.2999877929688,331.29998779296875,317.27301025390625,427.4750061035156,520.1209716796875,398.7369995117188,908.6500244140624,3238.0,2355.14990234375,3515.0,137.80000305175778,116.95800018310548,2851.25,1031.4300537109377,526.9500122070311,556.1510009765625,122.302001953125,154.39999389648438,323.4739990234375,6741.0,14947.2001953125,230.3329925537109,985.0,818.2000122070312,842.4500122070312,101.4000015258789,630.5499877929688,384.0,238.2669982910156,485.9750061035156,2962.550048828125,1308.0,350.9750061035156,704.9249877929688,347.95001220703125,849.1500244140625
2015-01-14,363.95001220703125,158.60000610351562,239.8000030517578,372.9490051269531,1265.9000244140625,307.0,364.8999938964844,837.75,213.56300354003903,203.0,230.66700744628903,85.36250305175781,698.9869995117188,505.75,641.8499755859375,333.8999938964844,310.72698974609375,423.5,521.0609741210939,399.70001220703125,934.5,3223.199951171875,2369.89990234375,3531.0,136.89999389648438,116.875,2918.800048828125,1022.72998046875,533.25,557.6840209960939,121.78099822998048,151.35000610351562,319.7099914550781,6930.0,14946.0,225.31700134277344,987.5,818.2000122070312,850.0,99.8000030517578,631.25,376.95001220703125,239.93299865722656,487.32501220703125,2924.699951171875,1288.699951171875,413.7999877929688,698.75,342.0,832.9000244140625
