Date,High,Low,Open,Close,Volume,Adj Close
2015-01-01,2678.89990234375,2651.199951171875,2678.89990234375,2662.5,54097.0,2627.023193359375
2015-01-02,2752.5,2667.25,2669.5,2742.10009765625,228660.0,2705.5625
2015-01-05,2775.39990234375,2726.0,2748.0,2747.699951171875,181680.0,2711.087890625
2015-01-06,2739.0,2651.0,2737.699951171875,2670.60009765625,292468.0,2635.015380859375
2015-01-07,2692.949951171875,2612.25,2675.0,2660.050048828125,120023.0,2624.605712890625
2015-01-08,2732.300048828125,2660.300048828125,2675.0,2727.449951171875,249884.0,2691.107666015625
2015-01-09,2760.0,2711.0,2760.0,2729.35009765625,334880.0,2692.982421875
2015-01-12,2735.0,2690.0,2727.699951171875,2700.300048828125,148064.0,2664.319091796875
2015-01-13,2851.25,2715.050048828125,2735.0,2818.5,517233.0,2780.94482421875
2015-01-14,2918.800048828125,2829.0,2829.0,2908.85009765625,537834.0,2870.0908203125
2015-01-15,3102.300048828125,2898.39990234375,2920.0,3083.050048828125,699207.0,3041.9697265625
2015-01-16,3139.949951171875,3045.75,3100.199951171875,3070.10009765625,369250.0,3029.192138671875
2015-01-19,3139.949951171875,3066.5,3099.0,3088.5,147140.0,3047.34716796875
2015-01-20,3127.949951171875,3085.050048828125,3100.0,3096.449951171875,303336.0,3055.19091796875
2015-01-21,3115.89990234375,3041.300048828125,3109.0,3054.800048828125,295819.0,3014.095947265625
2015-01-22,3144.25,3059.0,3062.0,3122.449951171875,368715.0,3080.844482421875
2015-01-23,3185.75,3130.0,3168.0,3147.89990234375,414381.0,3105.955078125
2015-01-27,3199.89990234375,3105.449951171875,3199.89990234375,3121.449951171875,426957.0,3079.85791015625
2015-01-28,3189.949951171875,3125.0,3130.0,3139.75,241081.0,3097.913818359375
2015-01-29,3175.0,3113.10009765625,3135.0,3162.75,353459.0,3120.607666015625
2015-01-30,3185.0,3097.0,3162.35009765625,3140.35009765625,170802.0,3098.506103515625
2015-02-02,3169.14990234375,3039.0,3149.800048828125,3087.050048828125,258417.0,3045.91650390625
2015-02-03,3188.0,3060.0,3070.0,3107.550048828125,407784.0,3066.142822265625
2015-02-04,3126.39990234375,3068.10009765625,3125.39990234375,3096.89990234375,220090.0,3055.635009765625
2015-02-05,3109.89990234375,3041.0,3109.89990234375,3064.10009765625,130329.0,3023.272216796875
2015-02-06,3050.0,2995.0,3030.0,3008.35009765625,129840.0,2968.264892578125
2015-02-09,2990.0,2941.0,2961.050048828125,2962.75,127620.0,2923.2724609375
2015-02-10,3025.949951171875,2941.10009765625,2951.10009765625,2966.199951171875,187835.0,2926.67626953125
2015-02-11,3019.949951171875,2975.0,2975.0,3008.0,170700.0,2967.91943359375
2015-02-12,3095.0,3000.5,3007.0,3035.10009765625,187078.0,2994.65869140625
2015-02-13,3144.75,3068.0,3071.10009765625,3112.5,193738.0,3071.027099609375
2015-02-16,3150.0,3070.14990234375,3123.0,3078.800048828125,177606.0,3037.776123046875
2015-02-18,3127.5,3082.0,3082.300048828125,3110.0,202114.0,3068.560546875
2015-02-19,3128.89990234375,3008.10009765625,3112.60009765625,3062.300048828125,165743.0,3021.495849609375
2015-02-20,3125.10009765625,3005.64990234375,3119.0,3014.10009765625,201227.0,2973.93798828125
2015-02-23,3043.0,2970.0,3028.0,2978.10009765625,200058.0,2938.417724609375
2015-02-24,3008.199951171875,2965.0,2981.0,2988.60009765625,118101.0,2948.7783203125
